anime_id,name,genre,type,episodes,rating,members
2308,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,TV,12,7.55,1846
1132,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,"Drama, Mecha, Military, Sci-Fi, Space",OVA,1,7.55,16102
11551,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,22,7.56,9767
4051,One Piece: Romance Dawn Story,"Action, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.55,21306
8056,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School",TV,10,7.55,179569
143,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,7.55,66751
6957,Shinryaku!! Ika Musume,"Comedy, Shounen, Slice of Life",OVA,3,7.55,13456
15,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,7.55,65516
4178,Tegamibachi: Hikari to Ao no Gensou Yawa,"Adventure, Fantasy, Shounen, Slice of Life, Supernatural",Special,1,7.55,10903
9147,Tonari no Seki-kun Specials,"Comedy, School, Seinen",Special,2,7.55,14248
1948,True Tears,"Drama, Romance, School",TV,13,7.55,118644
5399,&quot;Bungaku Shoujo&quot; Memoire,"Drama, Romance, School",OVA,3,7.54,18013
955,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76,7.54,39041
1114,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",TV,26,7.54,125051
971,Chou Denji Machine Voltes V,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,40,7.54,3201
6971,Chouyaku Hyakuninisshu: Uta Koi.,"Historical, Josei, Romance",TV,13,7.54,15661
8932,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,"Action, Comedy, Military",Special,1,7.54,7542
7302,Date A Live,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,12,7.54,301358
3965,Doraemon Movie 28: Nobita to Midori no Kyojin Den,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.54,1651
821,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.54,50607
7895,Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",OVA,1,7.54,51844
1260,Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports",TV,37,7.54,2707
1857,Hime-chan no Ribbon,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,61,7.54,3589
1612,Hokuto no Ken: Raoh Gaiden Junai-hen,"Action, Adventure, Martial Arts",Movie,1,7.54,4907
4036,Initial D Extra Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.54,11468
365,Karas,"Action, Fantasy, Sci-Fi",OVA,6,7.54,44108
2878,Nanatsu no Umi no Tico,"Adventure, Slice of Life",TV,39,7.54,2123
5653,Ookiku Furikabutte: Natsu no Taikai-hen Special,"Comedy, Sports",Special,1,7.54,4786
303,Puchi Puri Yuushi,"Comedy, Fantasy, Magic, Shoujo",TV,26,7.54,8030
109,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo",TV,25,7.54,16298
2029,Shigurui,"Action, Drama, Historical, Martial Arts, Samurai, Seinen",TV,12,7.54,50091
11086,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,10,7.54,36781
7324,Tamayura: More Aggressive,"Comedy, Drama, Slice of Life",TV,12,7.54,10901
648,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,7.54,38372
6680,Tiger &amp; Bunny Movie 1: The Beginning,"Action, Comedy, Mystery, Super Power",Movie,1,7.54,13716
6574,Toradora!: Bentou no Gokui,"Comedy, Romance, School, Slice of Life",Special,1,7.54,71433
158,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.54,36264
2396,Wangan Midnight,"Action, Cars, Seinen, Sports",TV,26,7.54,10058
1199,Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",TV,58,7.53,6937
2671,Ashita no Joe 2 (Movie),"Drama, Sports",Movie,1,7.53,1396
3456,Cowboy Bebop: Yose Atsume Blues,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Special,1,7.53,19565
9182,Gundam Build Fighters Try,"Action, Mecha, Sci-Fi",TV,25,7.53,17946
5529,Hiyokoi,"Romance, School, Shoujo",Special,1,7.53,51072
232,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,7.53,85492
7383,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",TV,12,7.53,122031
408,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,7.53,34141
6081,Mayo Chiki!,"Comedy, Ecchi, Harem, Romance, School",TV,13,7.53,192219
5309,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.53,84527
1096,Nitaboh,"Historical, Music",Movie,1,7.53,4413
704,Pale Cocoon,"Drama, Sci-Fi",OVA,1,7.53,44030
6560,Sankarea,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,7.53,222657
10179,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School",TV,12,7.53,193822
864,Shin Chou Kyou Ryo: Condor Hero,"Adventure, Drama, Historical, Romance",TV,26,7.53,4777
6158,Towa no Quon 1: Utakata no Kaben,"Action, Super Power, Supernatural",Movie,1,7.53,33550
6348,Towa no Quon 2: Konton no Ranbu,"Action, Mystery, Super Power, Supernatural",Movie,1,7.53,20132
9774,Trinity Seven OVA,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",OVA,1,7.53,38197
6391,UN-GO,"Mystery, Supernatural",TV,11,7.53,84499
6826,Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.53,61551
3808,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.53,198492
160,Whistle!,"School, Shounen, Sports",TV,39,7.53,8040
725,Yomigaeru Sora: Rescue Wings,"Drama, Military, Seinen",TV,12,7.53,6871
9887,Yu☆Gi☆Oh!: The Dark Side of Dimensions,"Adventure, Game, Shounen",Movie,1,7.53,10263
4050,Angel Densetsu,"Action, Comedy, School",OVA,2,7.52,10795
49,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,7.52,150512
2342,Flanders no Inu,"Drama, Historical, Slice of Life",TV,52,7.52,2411
6970,Fuse: Teppou Musume no Torimonochou,"Action, Drama, Historical, Supernatural",Movie,1,7.52,13412
1261,Future GPX Cyber Formula 11,"Drama, Sci-Fi, Shounen, Sports",OVA,6,7.52,1116
8048,Ghost in the Shell: Arise - Border:3 Ghost Tears,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.52,21648
473,Glass no Kamen,"Drama, Romance, Shoujo",TV,23,7.52,4218
8366,Harmonie,"Drama, School, Supernatural",Movie,1,7.52,29029
120,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,7.52,31081
909,Kanojo to Kanojo no Neko,"Drama, Psychological, Romance, Slice of Life",OVA,1,7.52,53463
6444,Kowarekake no Orgel (Movie),"Drama, Music, Sci-Fi, Slice of Life",Movie,1,7.52,9404
2980,Kure-nai,"Comedy, Drama, Martial Arts",TV,12,7.52,59099
56,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",TV,13,7.52,62582
11498,Monster Musume no Iru Nichijou OVA,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",OVA,2,7.52,13248
11111,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,4,7.52,81154
10961,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",TV,24,7.52,57920
329,Ojamajo Doremi Dokkaan!,"Comedy, Magic, Shoujo",TV,51,7.52,5971
964,Oruchuban Ebichu,"Comedy, Ecchi, Seinen",TV,24,7.52,21109
6107,Otona Joshi no Anime Time,"Drama, Josei, Slice of Life",Special,4,7.52,11268
8083,Outbreak Company,"Comedy, Fantasy, Harem, Parody",TV,12,7.52,131520
7133,Persona 4 the Animation: The Factor of Hope,"Adventure, Mystery, School, Super Power, Supernatural",Movie,1,7.52,10757
8071,Pokemon XY,"Action, Adventure, Comedy, Fantasy, Kids",TV,93,7.52,30722
720,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Adventure, Comedy, Shounen",Movie,1,7.52,12418
3216,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy, Parody, School",Special,1,7.52,12097
145,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575
4367,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,7.52,110470
9096,Selector Spread WIXOSS,"Game, Psychological",TV,12,7.52,42918
4039,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,13,7.52,20508
1834,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",TV,26,7.52,5387
9165,Tales of Zestiria: Doushi no Yoake,Fantasy,Special,1,7.52,23484
911,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.52,14318
9684,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,7.52,408357
3418,Yu☆Gi☆Oh! 5D&#039;s,"Action, Game, Shounen",TV,154,7.52,47119
9360,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",TV,12,7.52,59192
10716,Ajin Part 2: Shoutotsu,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.51,11377
1394,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26,7.51,104607
1337,City Hunter: Bay City Wars,"Action, Comedy, Mystery, Shounen",Movie,1,7.51,2969
7071,Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.51,4596
6342,Detective Conan OVA 11: A Secret Order from London,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.51,5985
2458,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,7.51,1321
8916,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214
1688,Hidamari Sketch,"Comedy, School, Slice of Life",TV,12,7.51,42998
2041,Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",TV,47,7.51,2214
7303,Joshiraku OVA,"Comedy, Slice of Life",OVA,1,7.51,9358
1646,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.51,30747
459,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,7.51,33053
2094,Little Nemo,"Adventure, Fantasy",Movie,1,7.51,4886
2698,Maria-sama ga Miteru 3rd Specials,Comedy,Special,5,7.51,5072
3061,Maria-sama ga Miteru: Haru Specials,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,6,7.51,5554
5391,Mirai Nikki,"Action, Shounen, Supernatural",OVA,1,7.51,114217
2677,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space",TV,14,7.51,2758
21,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,7.51,102093
1105,Oban Star-Racers,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.51,24156
6508,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,7.51,97674
6010,Raiyantsuuri no Uta,"Drama, Historical",Movie,1,7.51,465
6696,Rurouni Kenshin Special,"Action, Historical, Romance, Samurai",Special,1,7.51,9173
2657,Sakigake!! Otokojuku,"Action, Comedy, Martial Arts, School, Shounen",TV,34,7.51,4740
2064,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",TV,50,7.51,1518
865,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",TV,26,7.51,2151
1433,Taiho Shichau zo,"Action, Comedy, Police, Seinen",OVA,4,7.51,8557
4270,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,7.51,79923
3545,Winter Sonata,"Drama, Romance",TV,26,7.51,13582
11723,WWW.Working!!,"Comedy, Slice of Life",TV,13,7.51,40779
8465,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,7.51,11413
6606,Another: The Other - Inga,"Horror, Mystery, Thriller",OVA,1,7.5,86261
1445,Bartender,"Drama, Seinen, Slice of Life",TV,11,7.5,44394
5731,Cheburashka,Comedy,Movie,1,7.5,545
5205,Chi&#039;s Sweet Home OVA,"Comedy, Kids, Slice of Life",OVA,1,7.5,4852
2595,Cinderella Monogatari,"Adventure, Fantasy, Kids, Romance",TV,26,7.5,3560
8039,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187
1531,Dotto Koni-chan,Comedy,TV,26,7.5,1397
5656,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Movie,1,7.5,87944
9319,Gangsta.,"Action, Drama, Seinen",TV,12,7.5,210752
9012,Gatchaman Crowds: Embrace,"Adventure, Sci-Fi",Special,1,7.5,10757
6428,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),"Comedy, Mecha, Sci-Fi",TV,12,7.5,7582
1661,Hadashi no Gen 2,"Drama, Historical, Shounen",Movie,1,7.5,4910
10868,Hetalia: The World Twinkle Specials,"Comedy, Historical, Parody",Special,3,7.5,2505
11075,Hibike! Euphonium: Kakedasu Monaka,"Drama, Music, School",Special,1,7.5,17770
2017,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",TV,26,7.5,6197
1537,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,7.5,205338
10888,Kindaichi Shounen no Jikenbo Returns 2nd Season,"Mystery, Shounen",TV,22,7.5,3676
11207,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",TV,12,7.5,69088
1295,Lupin III: Part III,"Action, Adventure, Comedy, Shounen",TV,50,7.5,6883
6309,Mardock Scramble: The Second Combustion,"Action, Psychological, Sci-Fi",Movie,1,7.5,23866
487,Marmalade Boy Movie,"Romance, Shoujo",Movie,1,7.5,5641
2972,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092
4557,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.5,83515
9659,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,7.5,180686
3414,Nodame Cantabile Special,"Comedy, Josei, Romance, Slice of Life",Special,1,7.5,19570
11242,One Piece: Adventure of Nebulandia,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.5,9777
915,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,7.5,9597
6990,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,4,7.5,16933
375,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216
4393,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,Comedy,OVA,1,7.5,19219
5240,Uchuu Show e Youkoso,"Adventure, Fantasy, Space",Movie,1,7.5,11368
1945,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,"Action, Adventure, Comedy, Shounen, Supernatural",OVA,4,7.5,6166
5186,Baka to Test to Shoukanjuu Specials,"Comedy, Magic, School",Special,6,7.49,29923
6206,Ben-To,"Action, Comedy, Martial Arts",TV,12,7.49,146570
7492,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Action, Horror, Mystery, Psychological",TV,13,7.49,298550
9948,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285
468,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,7.49,9366
7699,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen",Special,1,7.49,34230
5623,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",Movie,1,7.49,6392
1709,Kaze no Shoujo Emily,"Drama, Historical, Shoujo",TV,26,7.49,2881
5678,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",OVA,1,7.49,24876
7434,Love Lab,"Comedy, Romance, School",TV,13,7.49,79493
10700,Love Live! School Idol Project 2nd Season Recap,"Music, School, Slice of Life",OVA,1,7.5,3213
2920,Mai-Otome 0: S.ifr,Sci-Fi,OVA,3,7.49,11171
2257,Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance",Movie,1,7.49,3109
2063,Mazinger Z,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,7.49,5746
1129,One Piece: Mamore! Saigo no Dai Butai,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.49,16495
5530,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477
4813,Pandora Hearts Specials,Comedy,Special,9,7.49,32103
6650,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,"Action, Fantasy, Historical, Martial Arts",TV,34,7.49,369
7399,Saki Zenkoku-hen,"Game, School, Slice of Life",TV,13,7.49,19010
10429,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TV,12,7.49,99665
7328,Senyuu.,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.49,56815
4652,Shakugan no Shana S,"Action, Drama, Fantasy, Romance, School, Supernatural",OVA,4,7.49,53129
2374,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.49,2049
525,Soukyuu no Fafner: Right of Left - Single Program,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.49,9482
9020,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.49,11203
8536,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","Comedy, Drama, Slice of Life",Special,1,7.49,2770
1042,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7.49,8812
6312,Tibet Inu Monogatari,Adventure,Movie,1,7.49,2647
2598,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7.49,957
92,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,15471
875,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",TV,47,7.49,2849
7848,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports",OVA,1,7.49,10737
2337,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",TV,48,7.48,3334
80,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.48,188861
82,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,7.48,7581
7367,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural",Special,1,7.48,14893
3255,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7.48,1478
4802,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,453454
454,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7.48,6442
447,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837
7194,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,83838
218,Gokusen,"Comedy, Drama, Josei, School, Slice of Life",TV,13,7.48,22009
5990,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life",Movie,1,7.48,1356
11803,Honobono Log,"Romance, Slice of Life",TV,10,7.48,9053
10995,Huyao Xiao Hongniang,"Comedy, Romance",ONA,13,7.48,2696
5994,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",TV,12,7.48,38652
743,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7.48,15363
2207,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7.48,2941
2675,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7.48,58211
7722,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Comedy, School, Slice of Life",OVA,1,7.48,17204
1288,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,4383
136,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,33989
1085,Prince of Tennis: A Day on Survival Mountain,"Adventure, Comedy, Shounen, Sports",OVA,1,7.48,11817
8948,Re:␣Hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,73903
4406,Ristorante Paradiso,"Drama, Josei, Romance, Slice of Life",TV,11,7.48,22229
6233,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School",ONA,10,7.48,41169
6242,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","Action, Historical, Samurai",Special,1,7.47,4955
3791,Shigofumi Special,"Drama, Fantasy, Psychological, Thriller",Special,1,7.48,11797
2719,Shin Getter Robo,"Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen",OVA,13,7.48,4603
5509,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life",TV,12,7.48,31906
2837,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7.48,3057
10627,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7.48,7170
9179,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.48,1034
9401,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports",Movie,1,7.48,4749
10688,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports",Movie,1,7.48,3088
1944,Yuu☆Yuu☆Hakusho: Eizou Hakusho,"Action, Adventure, Shounen, Supernatural",OVA,2,7.48,6352
698,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,27614
614,Air in Summer,"Comedy, Drama, Historical, Romance, Supernatural",Special,2,7.47,29514
2712,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",Movie,1,7.47,28365
4695,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7.47,43725
9399,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807
8939,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,7.47,28116
6266,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.47,5369
2443,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,1269
7366,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.47,787
8309,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",TV,10,7.47,56859
320,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7.47,5894
7856,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12,7.47,107513
8399,Gatchaman Crowds Insight,"Adventure, Sci-Fi",TV,12,7.47,41220
10931,Grisaia no Meikyuu Special,Ecchi,Special,1,7.47,16648
3713,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7.47,63915
9702,Hana to Alice: Satsujin Jiken,"Drama, Mystery, Slice of Life",Movie,1,7.47,9766
4982,"Hetalia Axis Powers Movie: Paint it, White","Comedy, Historical, Parody",Movie,1,7.47,36986
6831,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",OVA,2,7.47,91154
8357,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,164510
621,JoJo no Kimyou na Bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,6,7.47,24523
10088,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.47,8011
595,Legend of Basara,"Adventure, Drama, Romance, Shoujo",TV,13,7.47,6033
1446,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Comedy, Fantasy",TV,50,7.47,1370
1308,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.47,3134
6054,Macross F Music Clip Shuu: Nyankuri,Music,Music,1,7.47,3010
966,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,4681
2282,Mei to Koneko Bus,"Adventure, Fantasy",Special,1,7.47,7714
7165,Minami-ke Omatase,"Comedy, Slice of Life",OVA,1,7.47,15050
63,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,13,7.47,20238
7696,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,7.47,40155
1503,Nerima Daikon Brothers,"Comedy, Music",TV,12,7.47,5374
9005,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,145439
8396,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Kids, Magic, Shoujo",Movie,1,7.47,1570
736,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",Movie,1,7.47,14249
7612,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,"Adventure, Drama, Fantasy, Shoujo",OVA,1,7.47,1313
5111,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,7.47,78952
2687,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life",TV,13,7.47,17360
1603,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.47,8750
1066,Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.47,12820
981,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,13,7.47,3499
3872,Tales of the Abyss,"Adventure, Drama, Fantasy",TV,26,7.47,74901
2976,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,7.47,24618
8385,Tonari no Seki-kun OVA,"Comedy, School, Seinen",OVA,1,7.47,20774
4097,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance",Special,1,7.47,6581
